# 1.16.2 VA	1.17 VA	verdict	ratio	insns compared	how it was mapped	entry	extent
# Written by scripts/verify-rva-map-1170.py --tsv, which TRUNCATES this file and
# writes only what that run verified. Rows it did not produce are carried forward
# verbatim under '# CARRIED FORWARD' at the foot and named on stderr, so a narrow
# run cannot quietly delete a hand-derived pair -- but a row still leaves the
# moment someone deletes its line, and nothing restores it.
# This is the verdict table over rva-map-1162-to-1170.needed.tsv, which is itself
# regenerated wholesale from functions.tsv. A pair derived by hand belongs in
# rva-map-1162-to-1170.verified.tsv, the curated ledger, not in either of these.
#
# A verdict is evidence, not permission: IDENTICAL means the normalised
# instruction sequences agree, which cannot see a change in what a called
# function does.
#
# IDENTICAL vs IDENTICAL-WHOLE/IDENTICAL-LEAF is the difference between a PREFIX
# and an EXHAUSTIVE comparison. IDENTICAL stopped somewhere -- at a `ret`, at the
# instruction limit -- and says nothing about the instruction after it, which is
# why er-game-base/build.rs holds it to MIN_VERIFIED_INSNS. The other two covered
# every instruction of both bodies and found them the same length, so there is no
# next instruction to be unsure about and no floor to impose. IDENTICAL-LEAF is
# the same claim where the end had to be DECODED because neither image declares a
# .pdata entry; it additionally carries the relocation check .pdata would have
# stood in for. IDENTICAL-PREFIX is what a truncated comparison says instead of
# lying: streams matched, coverage unknown, nothing accepts it.
#
# IDENTICAL-LEAF-NOPATCH is an IDENTICAL-LEAF that cannot be hooked: same whole-
# body proof, same decoded extents, same relocation check -- and the body is
# shorter than the five bytes MinHook writes, with MinHook's own ported rules
# refusing the site in both images. er-game-base/build.rs admits it to
# VERIFIED_1162_TO_1170 (CALL and READ) and to NOTHING else. It exists because
# those two decisions used to be one: a three-byte getter was reported
# IDENTICAL-SHORT, which withdrew it from comparing as well as from hooking.
#
# PATCH-SITE-IDENTICAL is none of those: the two bodies DIFFER, and the
# difference is nowhere near the detour. Both images' .pdata declare a function
# starting at the pair, the comparison covered both bodies in full, MinHook's own
# trampoline walk (ported from vendor/minhook) succeeds at both and consumes the
# same instructions, and every differing instruction lies strictly after the last
# one it relocates -- so the patch overwrites the same prologue and the trampoline
# returns into the same instruction. The difference is additionally capped at a
# localised edit, and any substituted instruction refuses it outright. Re-run
# `verify-rva-map-1170.py <va>` on such a row to see the hunks and the window.
#
# The entry column is the OTHER half of a detour's licence: whether each image's own
# .pdata declares a function to start at that address. er-game-base/build.rs
# requires BOTH-ENTRIES before a row may carry a detour, because IDENTICAL over a
# body says the code is the same and says nothing about whether MinHook may
# relocate the five bytes it is about to overwrite.
#
# The extent column shows where each body's end came from and, when the two
# disagree, by how much: PDATA:0x120b/0x1213+8 is a body that GREW, which is
# evidence of a change that costs no decoding to see.
0x140116c70	0x140116c70	IDENTICAL-WHOLE	1.000	88	DLSTRING_WCHAR_SUBSTR_RVA	BOTH-ENTRIES	PDATA:0x141/0x141
0x140117910	0x140117910	BYTE-IDENTICAL	1.000	120	DL_STRING_COPY_RVA	BOTH-ENTRIES	PDATA:0x78/0x78
0x14011a360	0x14011a360	IDENTICAL-WHOLE	1.000	47	DL_STRING_FROM_U16_ARRAY_RVA	BOTH-ENTRIES	PDATA:0xad/0xad
0x1401efc00	0x1401efc00	IDENTICAL-WHOLE	1.000	146	MOUNT_EBL_ARCHIVE_RVA	BOTH-ENTRIES	PDATA:0x235/0x235
0x14021bbf0	0x14021bbf0	IDENTICAL-WHOLE	1.000	82	MSB_FILECAP_PARSE_CALLBACK_RVA	BOTH-ENTRIES	PDATA:0x158/0x158
0x14023d990	0x14023d990	BYTE-IDENTICAL	1.000	143	SHOULD_REPLENISH_ITEM_RVA	BOTH-ENTRIES	PDATA:0x8f/0x8f
0x14023dd80	0x14023dd80	BYTE-IDENTICAL	1.000	151	SET_STATE_RVA	BOTH-ENTRIES	PDATA:0x97/0x97
0x140240e70	0x140240e70	IDENTICAL-WHOLE	1.000	195	BUILDER_A_RVA	BOTH-ENTRIES	PDATA:0x2b2/0x2b2
0x140241130	0x140241130	IDENTICAL-WHOLE	1.000	195	BUILDER_B_RVA	BOTH-ENTRIES	PDATA:0x2b2/0x2b2
0x1402413f0	0x1402413f0	IDENTICAL-WHOLE	1.000	51	CS_INGAME_PAD_ACCESSOR_RVA	BOTH-ENTRIES	PDATA:0xaf/0xaf
0x140245c00	0x140245c00	IDENTICAL-WHOLE	1.000	58	CHR_ASM_COPY_RVA	BOTH-ENTRIES	PDATA:0xdc/0xdc
0x140246480	0x140246480	IDENTICAL-WHOLE	1.000	236	ADD_INVENTORY_EQUIP_RVA	BOTH-ENTRIES	PDATA:0x3b3/0x3b3
0x140246840	0x140246840	IDENTICAL-WHOLE	1.000	42	ADD_INVENTORY_EQUIP_BY_ITEM_ID_RVA	BOTH-ENTRIES	PDATA:0xb3/0xb3
0x1402470e0	0x1402470e0	IDENTICAL-WHOLE	1.000	25	GET_PARAM_ID_IN_SLOT_RVA	BOTH-ENTRIES	PDATA:0x61/0x61
0x140247900	0x140247900	BYTE-IDENTICAL	1.000	30	GET_EQUIPPED_GREATRUNE_RVA	BOTH-ENTRIES	PDATA:0x1e/0x1e
0x140247ee0	0x140247ee0	BYTE-IDENTICAL	1.000	30	GET_ITEM_ID_BY_QUICK_SLOT_INDEX_RVA	BOTH-ENTRIES	PDATA:0x1e/0x1e
