# 1.16.2 VA	1.17 VA	verdict	ratio	insns compared	how it was mapped	entry	extent
# Written by scripts/verify-rva-map-1170.py --tsv, which TRUNCATES this file and
# writes only what that run verified. Rows it did not produce are carried forward
# verbatim under '# CARRIED FORWARD' at the foot and named on stderr, so a narrow
# run cannot quietly delete a hand-derived pair -- but a row still leaves the
# moment someone deletes its line, and nothing restores it.
#
# A verdict is evidence, not permission: IDENTICAL means the normalised
# instruction sequences agree, which cannot see a change in what a called
# function does.
#
# IDENTICAL vs IDENTICAL-WHOLE/IDENTICAL-LEAF is the difference between a PREFIX
# and an EXHAUSTIVE comparison. IDENTICAL stopped somewhere -- at a `ret`, at the
# instruction limit -- and says nothing about the instruction after it, which is
# why er-game-base/build.rs holds it to MIN_VERIFIED_INSNS. The other two covered
# every instruction of both bodies and found them the same length, so there is no
# next instruction to be unsure about and no floor to impose. IDENTICAL-LEAF is
# the same claim where the end had to be DECODED because neither image declares a
# .pdata entry; it additionally carries the relocation check .pdata would have
# stood in for. IDENTICAL-PREFIX is what a truncated comparison says instead of
# lying: streams matched, coverage unknown, nothing accepts it.
#
# IDENTICAL-LEAF-NOPATCH is an IDENTICAL-LEAF that cannot be hooked: same whole-
# body proof, same decoded extents, same relocation check -- and the body is
# shorter than the five bytes MinHook writes, with MinHook's own ported rules
# refusing the site in both images. er-game-base/build.rs admits it to
# VERIFIED_1162_TO_1170 (CALL and READ) and to NOTHING else. It exists because
# those two decisions used to be one: a three-byte getter was reported
# IDENTICAL-SHORT, which withdrew it from comparing as well as from hooking.
#
# PATCH-SITE-IDENTICAL is none of those: the two bodies DIFFER, and the
# difference is nowhere near the detour. Both images' .pdata declare a function
# starting at the pair, the comparison covered both bodies in full, MinHook's own
# trampoline walk (ported from vendor/minhook) succeeds at both and consumes the
# same instructions, and every differing instruction lies strictly after the last
# one it relocates -- so the patch overwrites the same prologue and the trampoline
# returns into the same instruction. The difference is additionally capped at a
# localised edit, and any substituted instruction refuses it outright. Re-run
# `verify-rva-map-1170.py <va>` on such a row to see the hunks and the window.
#
# The entry column is the OTHER half of a detour's licence: whether each image's own
# .pdata declares a function to start at that address. er-game-base/build.rs
# requires BOTH-ENTRIES before a row may carry a detour, because IDENTICAL over a
# body says the code is the same and says nothing about whether MinHook may
# relocate the five bytes it is about to overwrite.
#
# The extent column shows where each body's end came from and, when the two
# disagree, by how much: PDATA:0x120b/0x1213+8 is a body that GREW, which is
# evidence of a change that costs no decoding to see.
0x1403c8c40	0x1403c8c50	IDENTICAL-LEAF	1.000	17	unique, 40B signature, 26B fixed	NEITHER-ENTRY	LEAF:0x35/0x35
0x140492cb0	0x140493210	IDENTICAL-WHOLE	1.000	99	unique, 41B signature, 28B fixed	BOTH-ENTRIES	PDATA:0x170/0x170
0x140403a60	0x140403dd0	IDENTICAL-WHOLE	1.000	174	unique, 42B signature, 27B fixed	BOTH-ENTRIES	PDATA:0x2a5/0x2a5
0x14050a570	0x14050b340	IDENTICAL-WHOLE	1.000	126	unique, 42B signature, 30B fixed	BOTH-ENTRIES	PDATA:0x233/0x233
0x1404cd710	0x1404ce4e0	IDENTICAL-WHOLE	1.000	83	unique, 40B signature, 32B fixed	BOTH-ENTRIES	PDATA:0x118/0x118
0x1404cd870	0x1404ce640	IDENTICAL-WHOLE	1.000	37	unique, 42B signature, 33B fixed	BOTH-ENTRIES	PDATA:0x78/0x78
0x1403ef830	0x1403efa60	BYTE-IDENTICAL	1.000	47	unique, 39B signature, 27B fixed	BOTH-ENTRIES	PDATA:0x2f/0x2f
0x14048c310	0x14048c870	IDENTICAL-WHOLE	1.000	60	caller rel32, 1 agreeing caller(s)	BOTH-ENTRIES	PDATA:0x141/0x141
0x140303ec0	0x140303ed0	IDENTICAL-LEAF	1.000	3	nearest-anchor delta +0x10, 9 shape candidates	NEITHER-ENTRY	LEAF:0xb/0xb
0x14043aa30	0x14043af90	IDENTICAL-WHOLE	1.000	20	unique, 42B signature, 27B fixed	BOTH-ENTRIES	PDATA:0x42/0x42
0x1403cf340	0x1403cf350	IDENTICAL-LEAF	1.000	1	RTTI vtable slot ComManipulator+0x48	NEITHER-ENTRY	LEAF:0x5/0x5
0x1403cf2a0	0x1403cf2b0	IDENTICAL-WHOLE	1.000	35	unique, 42B signature, 26B fixed	BOTH-ENTRIES	PDATA:0x96/0x96
0x1403d0250	0x1403d0260	IDENTICAL-WHOLE	1.000	265	nearest-anchor delta +0x10, 9 shape candidates	BOTH-ENTRIES	PDATA:0x46f/0x46f
0x1403c7800	0x1403c7810	IDENTICAL-WHOLE	1.000	57	unique, 40B signature, 27B fixed	BOTH-ENTRIES	PDATA:0xe6/0xe6
0x1403c8da0	0x1403c8db0	IDENTICAL-WHOLE	1.000	134	unique, 41B signature, 31B fixed	BOTH-ENTRIES	PDATA:0x22c/0x22c
